Gene stable ID	Macaque gene stable ID	dN with Macaque	dS with Macaque	Macaque homology type
ENSG00000167992	ENSMMUG00000002688	0.0216	0.0854	ortholog_one2one
ENSG00000173432	ENSMMUG00000060306	0.0576	0.1201	ortholog_many2many
ENSG00000173432	ENSMMUG00000011177	0.0606	0.1484	ortholog_many2many
ENSG00000175264	ENSMMUG00000000874	0.0103	0.265	ortholog_one2one
ENSG00000150672	ENSMMUG00000007921	0.0029	0.0362	ortholog_one2one
ENSG00000054965	ENSMMUG00000003142	0	0	ortholog_one2one
ENSG00000134812	ENSMMUG00000053908	0.019	0.0791	ortholog_one2one
ENSG00000167791	ENSMMUG00000011828	0.0147	0.125	ortholog_one2one
ENSG00000084207	ENSMMUG00000018524	0.0145	0.1478	ortholog_one2one
ENSG00000137522	ENSMMUG00000007326	0.0014	0.0511	ortholog_one2one
ENSG00000181830	ENSMMUG00000002452	0.0149	0.1293	ortholog_one2one
ENSG00000167792	ENSMMUG00000018526	0.0321	0.1817	ortholog_one2one
ENSG00000134827	ENSMMUG00000013524	0.0689	0.0647	ortholog_one2one
ENSG00000284873	ENSMMUG00000053140	0.3491	0.3799	ortholog_one2one
ENSG00000285010	ENSMMUG00000042410	0.0389	0.0525	ortholog_one2one
ENSG00000255393	ENSMMUG00000053043	0.0586	0.0652	ortholog_one2one
ENSG00000221968	ENSMMUG00000000328	0.0028	0.1187	ortholog_one2one
ENSG00000110169	ENSMMUG00000007725	0.0286	0.042	ortholog_one2one
ENSG00000110756	ENSMMUG00000017958	0.0231	0.0749	ortholog_one2one
ENSG00000177830	ENSMMUG00000003618	0.0023	0.0908	ortholog_one2one
ENSG00000109851	ENSMMUG00000040777	0.011	0.1486	ortholog_one2one
ENSG00000137491	ENSMMUG00000009126	0.0172	0.1069	ortholog_one2one
ENSG00000137707	ENSMMUG00000021438	0.018	0.0898	ortholog_one2one
ENSG00000261594	ENSMMUG00000045580	0.0072	0.2404	ortholog_one2one
ENSG00000148942	ENSMMUG00000003021	0.0183	0.0534	ortholog_one2one
ENSG00000182170	ENSMMUG00000051131	0.0522	0.18	ortholog_one2one
ENSG00000110777	ENSMMUG00000003244	0.0116	0.1066	ortholog_one2one
ENSG00000171561	ENSMMUG00000010688	0.0234	0.066	ortholog_one2one
ENSG00000099834	ENSMMUG00000004024	0.0485	0.1792	ortholog_one2one
ENSG00000162139	ENSMMUG00000010686	0.0312	0.0913	ortholog_one2one
ENSG00000180210	ENSMMUG00000019674	0.0452	0.137	ortholog_one2one
ENSG00000154133	ENSMMUG00000021578	0.0251	0.0767	ortholog_one2one
ENSG00000166340	ENSMMUG00000007745	0.0079	0.0512	ortholog_one2one
ENSG00000171202	ENSMMUG00000057373	0.0351	0.0627	ortholog_one2one
ENSG00000215182	ENSMMUG00000043846	0.243	1.0465	ortholog_one2one
ENSG00000137504	ENSMMUG00000016543	0.0077	0.0982	ortholog_one2one
ENSG00000149295	ENSMMUG00000014334	0.0027	0.0976	ortholog_one2one
ENSG00000179071	ENSMMUG00000063415	0.0224	0.0535	ortholog_one2one
ENSG00000148925	ENSMMUG00000009695	0.0338	0.094	ortholog_one2one
ENSG00000110075	ENSMMUG00000016213	0.0049	0.0636	ortholog_one2one
ENSG00000174684	ENSMMUG00000015992	0.002	0.0913	ortholog_one2one
ENSG00000117983	ENSMMUG00000010544	0.0861	0.3219	ortholog_one2one
ENSG00000174669	ENSMMUG00000015984	0.0143	0.0689	ortholog_one2one
ENSG00000214026	ENSMMUG00000031268	0.1837	0.3792	ortholog_one2many
ENSG00000110057	ENSMMUG00000023184	0.0034	0.1622	ortholog_one2one
ENSG00000078902	ENSMMUG00000003104	0.0224	0.3225	ortholog_one2one
ENSG00000166337	ENSMMUG00000007743	0.0065	0.1071	ortholog_one2one
ENSG00000006611	ENSMMUG00000023582	0.0101	0.0732	ortholog_one2one
ENSG00000149516	ENSMMUG00000013526			ortholog_one2one
ENSG00000135378	ENSMMUG00000049850	0.0228	0.0805	ortholog_one2one
ENSG00000110171	ENSMMUG00000007728	0.0031	0.0701	ortholog_one2one
ENSG00000167995	ENSMMUG00000015147	0.0187	0.0615	ortholog_one2one
ENSG00000149534	ENSMMUG00000059299	0.0565	0.0678	ortholog_one2one
ENSG00000133794	ENSMMUG00000009690	0.0008	0.0255	ortholog_one2one
ENSG00000060749	ENSMMUG00000001536	0.0088	0.0449	ortholog_one2one
ENSG00000132254	ENSMMUG00000007731	0.0014	0.0452	ortholog_one2one
ENSG00000179532	ENSMMUG00000054897	0.0236	0.0618	ortholog_one2one
ENSG00000132286	ENSMMUG00000007732	0.0096	0.0349	ortholog_one2many
ENSG00000110077	ENSMMUG00000013530	0.0408	0.0756	ortholog_one2one
ENSG00000184014	ENSMMUG00000021142	0.0026	0.0424	ortholog_one2one
ENSG00000121653	ENSMMUG00000002456	0.0282	0.1657	ortholog_one2one
ENSG00000121690	ENSMMUG00000002535	0.041	0.0838	ortholog_one2one
ENSG00000149503	ENSMMUG00000004420	0.0215	0.1155	ortholog_one2one
ENSG00000167799	ENSMMUG00000042611	0.02	0.1045	ortholog_one2one
ENSG00000167800	ENSMMUG00000056105	0.0202	0.1261	ortholog_one2one
ENSG00000168515	ENSMMUG00000062870	0.0382	0.0128	ortholog_one2one
ENSG00000149292	ENSMMUG00000014328	0.0439	0.0718	ortholog_one2one
ENSG00000124939	ENSMMUG00000054866	0.0514	0.1944	ortholog_one2one
ENSG00000124935	ENSMMUG00000004424	0.2174	0.3069	ortholog_one2one
ENSG00000132744	ENSMMUG00000039824	0.0227	0.1203	ortholog_one2one
ENSG00000110200	ENSMMUG00000064727	0.1363	0.4439	ortholog_one2one
ENSG00000183020	ENSMMUG00000003620	0.0019	0.1357	ortholog_one2one
ENSG00000197745	ENSMMUG00000058338	0.3008	0.3673	ortholog_one2one
ENSG00000162174	ENSMMUG00000013831	0.0185	0.0741	ortholog_one2one
ENSG00000137497	ENSMMUG00000007330	0.0206	0.0908	ortholog_one2one
ENSG00000132746	ENSMMUG00000018533	0.0249	0.221	ortholog_one2one
ENSG00000176148	ENSMMUG00000002539	0.0058	0.0434	ortholog_one2one
ENSG00000149571	ENSMMUG00000006931	0.0011	0.1091	ortholog_one2one
ENSG00000176102	ENSMMUG00000002542	0	0	ortholog_one2one
ENSG00000110080	ENSMMUG00000006929	0.0111	0.0565	ortholog_one2one
ENSG00000162144	ENSMMUG00000022372	0.0198	0.0992	ortholog_one2one
ENSG00000110079	ENSMMUG00000020177	0.0562	0.0516	ortholog_one2one
ENSG00000214787	ENSMMUG00000031100	0.4003	0.5091	ortholog_one2one
ENSG00000110768	ENSMMUG00000017959	0.0026	0.0279	ortholog_one2one
ENSG00000149483	ENSMMUG00000022373	0.1232	0.1572	ortholog_one2one
ENSG00000121680	ENSMMUG00000008878	0.0243	0.0901	ortholog_one2one
ENSG00000149476	ENSMMUG00000002692	0.0653	0.1498	ortholog_one2one
ENSG00000184956	ENSMMUG00000062468	1.5529	4.2446	ortholog_one2one
ENSG00000166471	ENSMMUG00000005639	0.0146	0.0399	ortholog_one2one
ENSG00000167986	ENSMMUG00000002691	0.0057	0.0696	ortholog_one2one
ENSG00000149021	ENSMMUG00000031123	0.092	0.0888	ortholog_one2one
ENSG00000166928	ENSMMUG00000004821	0.0829	0.0575	ortholog_one2one
ENSG00000171204	ENSMMUG00000016540	0.0487	0.0692	ortholog_one2one
ENSG00000205339	ENSMMUG00000023636	0	0	ortholog_one2one
ENSG00000166926	ENSMMUG00000020176			ortholog_one2one
ENSG00000166927	ENSMMUG00000040935	0.0344	0.0455	ortholog_one2one
ENSG00000167257	ENSMMUG00000002067	0.0081	0.0412	ortholog_one2one
ENSG00000137496	ENSMMUG00000007340	0.1443	0.2003	ortholog_one2one
ENSG00000110274	ENSMMUG00000007791	0.0676	0.1651	ortholog_one2one
ENSG00000284844	ENSMMUG00000021280	0.0135	0.0437	ortholog_one2many
ENSG00000184154	ENSMMUG00000021280	0.0912	0.1118	ortholog_one2many
ENSG00000166478	ENSMMUG00000008758	0.0029	0.067	ortholog_one2one
ENSG00000186318	ENSMMUG00000007785	0.0018	0.0154	ortholog_one2one
ENSG00000198788	ENSMMUG00000057247	7.8464	3.9835	ortholog_one2one
ENSG00000149357	ENSMMUG00000021282	0.0384	0.1377	ortholog_one2one
ENSG00000124942	ENSMMUG00000022301	0.0242	0.0914	ortholog_one2one
ENSG00000132275	ENSMMUG00000007738	0.0351	0.0709	ortholog_one2one
ENSG00000166333	ENSMMUG00000007741	0	0	ortholog_one2one
ENSG00000111325	ENSMMUG00000015926	0.0218	0.1335	ortholog_one2one
ENSG00000173064	ENSMMUG00000007126	0.0019	0.0615	ortholog_one2one
ENSG00000092841	ENSMMUG00000031838	0.0058	0.0402	ortholog_one2one
ENSG00000012504	ENSMMUG00000003571	0.0081	0.0728	ortholog_one2one
ENSG00000196465	ENSMMUG00000005214	0.011	0.0386	ortholog_one2one
ENSG00000139613	ENSMMUG00000008273	0.0008	0.0319	ortholog_one2one
ENSG00000134532	ENSMMUG00000020370	0	0	ortholog_one2one
ENSG00000135677	ENSMMUG00000006481	0.0044	0.0547	ortholog_one2one
ENSG00000110958	ENSMMUG00000013766	0.0164	0.037	ortholog_one2one
ENSG00000111186	ENSMMUG00000001325	0.0079	0.25	ortholog_one2one
ENSG00000171823	ENSMMUG00000019440	0.0069	0.1244	ortholog_one2one
ENSG00000253719	ENSMMUG00000064647	0	0	ortholog_one2one
ENSG00000167550	ENSMMUG00000015721	0.0026	0.0511	ortholog_one2one
ENSG00000110921	ENSMMUG00000011663	0.0475	0.1597	ortholog_one2one
ENSG00000197651	ENSMMUG00000010912	0.04	0.1024	ortholog_one2one
ENSG00000083782	ENSMMUG00000011300	0.0102	0.0627	ortholog_one2one
ENSG00000139330	ENSMMUG00000051017	0.0074	0.0498	ortholog_one2one
ENSG00000006831	ENSMMUG00000017262	0.0835	0.2135	ortholog_one2one
ENSG00000089159	ENSMMUG00000009159	0.0316	0.2166	ortholog_one2one
ENSG00000139428	ENSMMUG00000060209	0.028	0.0957	ortholog_one2one
ENSG00000139549	ENSMMUG00000012776	0.0045	0.1253	ortholog_one2one
ENSG00000166006	ENSMMUG00000012362	0	0	ortholog_one2one
ENSG00000139354	ENSMMUG00000020360	0.0208	0.0751	ortholog_one2one
ENSG00000139329	ENSMMUG00000016995	0.0089	0.0374	ortholog_one2one
ENSG00000173157	ENSMMUG00000013942	0.0257	0.051	ortholog_one2one
ENSG00000089163	ENSMMUG00000046684	0.017	0.0731	ortholog_one2one
ENSG00000170890	ENSMMUG00000031528	0.0312	0.1668	ortholog_one2one
ENSG00000135097	ENSMMUG00000031527	0.0225	0.0782	ortholog_one2one
ENSG00000111596	ENSMMUG00000014853	0	0	ortholog_one2one
ENSG00000139132	ENSMMUG00000004851	0.0268	0.0707	ortholog_one2one
ENSG00000090975	ENSMMUG00000015931	0.0072	0.1482	ortholog_one2one
ENSG00000011465	ENSMMUG00000016997	0.0113	0.0265	ortholog_one2one
ENSG00000139438	ENSMMUG00000060613	0.0078	0.0913	ortholog_one2one
ENSG00000151572	ENSMMUG00000018718	0.0005	0.0295	ortholog_one2one
ENSG00000111328	ENSMMUG00000000434	0.0137	0.1309	ortholog_one2one
ENSG00000051825	ENSMMUG00000019678	0.0788	0.1465	ortholog_one2one
ENSG00000184574	ENSMMUG00000017619	0.0216	0.1249	ortholog_one2one
ENSG00000111644	ENSMMUG00000016983	0.0234	0.0717	ortholog_one2one
ENSG00000166268	ENSMMUG00000006502	0.0218	0.0471	ortholog_one2one
ENSG00000256870	ENSMMUG00000015134	0.0123	0.0639	ortholog_one2one
ENSG00000133639	ENSMMUG00000050631	0	0	ortholog_one2one
ENSG00000179295	ENSMMUG00000013253	0	0	ortholog_one2one
ENSG00000130921	ENSMMUG00000031495	0.0211	0.0458	ortholog_one2one
ENSG00000127328	ENSMMUG00000051498	0.0105	0.0407	ortholog_one2many
ENSG00000120800	ENSMMUG00000012891	0.0215	0.0744	ortholog_one2one
ENSG00000129317	ENSMMUG00000000203	0.0626	0.1219	ortholog_one2one
ENSG00000139697	ENSMMUG00000011496	0.0026	0.0617	ortholog_one2one
ENSG00000025423	ENSMMUG00000057617	0.0397	0.0526	ortholog_one2one
ENSG00000285625	ENSMMUG00000004522	0.0042	0.0371	ortholog_one2one
ENSG00000183955	ENSMMUG00000013514	0.0042	0.0459	ortholog_one2one
ENSG00000196531	ENSMMUG00000003073	0.0519	0.0741	ortholog_one2one
ENSG00000111786	ENSMMUG00000016494	0	0	ortholog_one2one
ENSG00000060982	ENSMMUG00000012223	0.0145	0.058	ortholog_one2one
ENSG00000257218	ENSMMUG00000046665	0.01	0.0932	ortholog_one2one
ENSG00000111775	ENSMMUG00000063609	0.0259	0.0463	ortholog_one2one
ENSG00000170855	ENSMMUG00000050265	0.0064	0.0627	ortholog_one2one
ENSG00000120805	ENSMMUG00000031610	0	0	ortholog_one2one
ENSG00000150977	ENSMMUG00000031493	0.0481	0.1393	ortholog_one2one
ENSG00000184209	ENSMMUG00000008411	0.016	0.0968	ortholog_one2one
ENSG00000188026	ENSMMUG00000008416	0.0334	0.2463	ortholog_one2one
ENSG00000088986	ENSMMUG00000001194	0	0	ortholog_one2one
ENSG00000086598	ENSMMUG00000058836	0	0	ortholog_one2one
ENSG00000139636	ENSMMUG00000012769	0.009	0.0591	ortholog_one2one
ENSG00000110871	ENSMMUG00000020601	0.0165	0.0428	ortholog_one2one
ENSG00000022840	ENSMMUG00000004223	0.0071	0.0337	ortholog_one2one
ENSG00000111358	ENSMMUG00000004592	0.0017	0.0559	ortholog_one2one
ENSG00000205057	ENSMMUG00000049117	0.0608	0.0451	ortholog_one2one
ENSG00000187510	ENSMMUG00000002243	0.0078	0.0454	ortholog_one2one
ENSG00000111364	ENSMMUG00000013178	0.0208	0.1104	ortholog_one2one
ENSG00000102189	ENSMMUG00000002244	0.0071	0.0358	ortholog_one2one
ENSG00000111361	ENSMMUG00000013181	0.0034	0.0555	ortholog_one2one
ENSG00000118308	ENSMMUG00000015374	0.023	0.0414	ortholog_one2one
ENSG00000111196	ENSMMUG00000005082	0.0031	0.0268	ortholog_one2one
ENSG00000118307	ENSMMUG00000015377	0.0226	0.0569	ortholog_one2one
ENSG00000167272	ENSMMUG00000049342	0	0	ortholog_one2one
ENSG00000157782	ENSMMUG00000002536	0.0214	0.0645	ortholog_one2one
ENSG00000110917	ENSMMUG00000000183	0.0049	0.0588	ortholog_one2one
ENSG00000175970	ENSMMUG00000065224	0	0	ortholog_one2one
ENSG00000122971	ENSMMUG00000020648	0.0052	0.1389	ortholog_one2one
ENSG00000127720	ENSMMUG00000002514	0.019	0.0712	ortholog_one2one
ENSG00000157837	ENSMMUG00000020650	0.0151	0.0535	ortholog_one2one
ENSG00000133773	ENSMMUG00000063005	0.0426	0.1075	ortholog_one2one
ENSG00000084453	ENSMMUG00000008584	0.0182	0.0514	ortholog_one2one
ENSG00000089169	ENSMMUG00000012778	0.0047	0.072	ortholog_one2one
ENSG00000111199	ENSMMUG00000003942	0.0029	0.1515	ortholog_one2one
ENSG00000157895	ENSMMUG00000039520	0.0738	0.1438	ortholog_one2one
ENSG00000173598	ENSMMUG00000064953	0.0029	0.0269	ortholog_one2many
ENSG00000170426	ENSMMUG00000057714	0.0173	0.0815	ortholog_one2one
ENSG00000139547	ENSMMUG00000060449	0.0347	0.1546	ortholog_one2many
ENSG00000139547	ENSMMUG00000003763	0.0512	0.1531	ortholog_one2many
ENSG00000166856	ENSMMUG00000021114	0.0326	0.1035	ortholog_one2one
ENSG00000135100	ENSMMUG00000006435	0.0262	0.14	ortholog_one2one
ENSG00000111653	ENSMMUG00000016985	0.0021	0.0205	ortholog_one2one
ENSG00000166860	ENSMMUG00000043411	0.0107	0.0575	ortholog_one2one
ENSG00000060140	ENSMMUG00000015484	0.0342	0.0466	ortholog_one2one
ENSG00000121351	ENSMMUG00000032087	0.0178	0.0456	ortholog_one2one
ENSG00000167553	ENSMMUG00000009788	0.0011	0.0893	ortholog_one2one
ENSG00000167552	ENSMMUG00000021081	0.002	0.0891	ortholog_one2one
ENSG00000060138	ENSMMUG00000022469	0.0054	0.0259	ortholog_one2one
ENSG00000126746	ENSMMUG00000016990	0.0025	0.0548	ortholog_one2one
ENSG00000168778	ENSMMUG00000064225	0.0305	0.0758	ortholog_one2one
ENSG00000135114	ENSMMUG00000006441	0.0331	0.0764	ortholog_one2one
ENSG00000179104	ENSMMUG00000011305	0.0199	0.091	ortholog_one2one
ENSG00000185344	ENSMMUG00000006546	0.007	0.0824	ortholog_one2one
ENSG00000166863	ENSMMUG00000003203	0.0392	0.0783	ortholog_one2one
ENSG00000111331	ENSMMUG00000046639	0.0364	0.1066	ortholog_one2one
ENSG00000111335	ENSMMUG00000008505	0.0412	0.086	ortholog_one2one
ENSG00000166866	ENSMMUG00000013518	0.0198	0.067	ortholog_one2one
ENSG00000089127	ENSMMUG00000012782	0.0664	0.108	ortholog_one2one
ENSG00000139433	ENSMMUG00000058267	0	0	ortholog_one2one
ENSG00000178882	ENSMMUG00000046631	0.0058	0.2562	ortholog_one2one
ENSG00000119242	ENSMMUG00000009212	0.0291	0.1302	ortholog_one2one
ENSG00000197653	ENSMMUG00000006861	0.0127	0.0825	ortholog_one2one
ENSG00000179195	ENSMMUG00000009213			ortholog_one2one
ENSG00000139436	ENSMMUG00000010484	0.0054	0.0599	ortholog_one2one
ENSG00000072041	ENSMMUG00000013650	0.0073	0.0428	ortholog_one2one
ENSG00000198015	ENSMMUG00000016805	0.026	0.0406	ortholog_one2one
ENSG00000139437	ENSMMUG00000031562	0.0308	0.142	ortholog_one2one
ENSG00000120833	ENSMMUG00000054674	0.0074	0.0558	ortholog_one2one
ENSG00000121377	ENSMMUG00000055103	0.0326	0.0638	ortholog_one2one
ENSG00000121314	ENSMMUG00000055681	0.077	0.0801	ortholog_one2one
ENSG00000121381	ENSMMUG00000054325	0.0461	0.0575	ortholog_one2one
ENSG00000135144	ENSMMUG00000054690	0.0032	0.1334	ortholog_one2one
ENSG00000255837	ENSMMUG00000056428	0.083	0.0671	ortholog_one2one
ENSG00000212126	ENSMMUG00000021005	0.0616	0.078	ortholog_one2one
ENSG00000256436	ENSMMUG00000055742	0.1041	0.0864	ortholog_many2many
ENSG00000256436	ENSMMUG00000054225	0.0865	0.0776	ortholog_many2many
ENSG00000256188	ENSMMUG00000042870	0.1188	0.0707	ortholog_one2many
ENSG00000196091	ENSMMUG00000020875	0.0255	0.0651	ortholog_one2one
ENSG00000121318	ENSMMUG00000061774	0.047	0.0878	ortholog_one2one
ENSG00000255374	ENSMMUG00000055742	0.0873	0.082	ortholog_many2many
ENSG00000255374	ENSMMUG00000054225	0.0707	0.0733	ortholog_many2many
ENSG00000226761	ENSMMUG00000042870	0.0855	0.1155	ortholog_one2many
ENSG00000212128	ENSMMUG00000053225	0.0736	0.051	ortholog_one2one
ENSG00000212127	ENSMMUG00000054552	0.0942	0.0938	ortholog_one2one
ENSG00000231738	ENSMMUG00000042255	0.0299	0.0511	ortholog_one2one
ENSG00000169372	ENSMMUG00000012670	0.0159	0.0493	ortholog_one2one
ENSG00000111344	ENSMMUG00000021793	0.0655	0.1965	ortholog_one2one
ENSG00000173401	ENSMMUG00000012289	0.066	0.0763	ortholog_one2one
ENSG00000180881	ENSMMUG00000012288	0.0462	0.0916	ortholog_one2one
ENSG00000123064	ENSMMUG00000021795	0.0132	0.1383	ortholog_one2one
ENSG00000186710	ENSMMUG00000021794	0.0463	0.2362	ortholog_one2one
ENSG00000139405	ENSMMUG00000056457	0.0298	0.0796	ortholog_one2one
ENSG00000136040	ENSMMUG00000018237	0.0055	0.0429	ortholog_one2one
ENSG00000133640	ENSMMUG00000016535	0.0372	0.0614	ortholog_one2one
ENSG00000173588	ENSMMUG00000018239	0.0068	0.0609	ortholog_one2one
ENSG00000196498	ENSMMUG00000023107	0.0056	0.1369	ortholog_one2one
ENSG00000166881	ENSMMUG00000019783	0.0142	0.0462	ortholog_one2one
ENSG00000186815	ENSMMUG00000004435	0.007	0.0838	ortholog_one2one
ENSG00000185664	ENSMMUG00000018816	0.0257	0.053	ortholog_one2one
ENSG00000198774	ENSMMUG00000058491	0.012	0.0832	ortholog_one2one
ENSG00000166578	ENSMMUG00000001128	0.0252	0.1224	ortholog_one2one
ENSG00000133636	ENSMMUG00000023155	0.0163	0.0465	ortholog_one2one
ENSG00000004700	ENSMMUG00000010857	0.0117	0.069	ortholog_one2one
ENSG00000089041	ENSMMUG00000006298	0.0145	0.0604	ortholog_one2one
ENSG00000073060	ENSMMUG00000016486	0.0558	0.2088	ortholog_one2one
ENSG00000166886	ENSMMUG00000017525	0.0017	0.03	ortholog_one2one
ENSG00000182050	ENSMMUG00000060394	0.0037	0.0774	ortholog_one2one
ENSG00000166888	ENSMMUG00000017527	0.0089	0.0622	ortholog_one2one
ENSG00000135124	ENSMMUG00000003521	0.1408	0.4198	ortholog_one2one
ENSG00000180481	ENSMMUG00000012290	0.3308	0.3976	ortholog_one2one
ENSG00000121350	ENSMMUG00000010854	0.0129	0.0432	ortholog_one2one
ENSG00000186136	ENSMMUG00000049431	0.0639	0.0592	ortholog_one2one
ENSG00000076513	ENSMMUG00000007678	0.0024	0.0578	ortholog_one2one
ENSG00000123384	ENSMMUG00000021782	0.0015	0.1166	ortholog_one2one
ENSG00000150990	ENSMMUG00000017902	0.0165	0.1399	ortholog_one2one
ENSG00000198707	ENSMMUG00000015862	0.0098	0.0543	ortholog_one2one
ENSG00000110931	ENSMMUG00000016969	0.0471	0.2313	ortholog_one2one
ENSG00000151176	ENSMMUG00000004205	0.0179	0.1605	ortholog_one2one
ENSG00000081760	ENSMMUG00000011117	0.0074	0.1003	ortholog_one2one
ENSG00000111615	ENSMMUG00000009640	0.0056	0.1025	ortholog_one2one
ENSG00000089060	ENSMMUG00000006723	0.0188	0.1026	ortholog_one2one
ENSG00000133641	ENSMMUG00000015860	0.1583	0.2126	ortholog_one2one
ENSG00000165805	ENSMMUG00000015859	0.0195	0.0513	ortholog_one2one
ENSG00000139364	ENSMMUG00000020804	0.0144	0.089	ortholog_one2one
ENSG00000122970	ENSMMUG00000023032	0.0093	0.039	ortholog_one2one
ENSG00000121335	ENSMMUG00000041623	0.1777	0.1256	ortholog_many2many
ENSG00000121335	ENSMMUG00000055308	0.147	0.1416	ortholog_many2many
ENSG00000251655	ENSMMUG00000041623	0.1934	0.1584	ortholog_many2many
ENSG00000251655	ENSMMUG00000055308	0.1472	0.1935	ortholog_many2many
ENSG00000139200	ENSMMUG00000050979	0	0	ortholog_one2one
ENSG00000174437	ENSMMUG00000001739	0.0112	0.0572	ortholog_one2one
ENSG00000089053	ENSMMUG00000019090	0	0	ortholog_one2one
ENSG00000139083	ENSMMUG00000014370	0.008	0.054	ortholog_one2one
ENSG00000111229	ENSMMUG00000047889	0.0495	0.1348	ortholog_one2one
ENSG00000196510	ENSMMUG00000054876	0.005	0.0369	ortholog_one2one
ENSG00000057704	ENSMMUG00000018242	0.0163	0.1072	ortholog_one2one
ENSG00000181234	ENSMMUG00000000031	0.0178	0.1221	ortholog_one2one
ENSG00000181852	ENSMMUG00000064075	0	0	ortholog_one2one
ENSG00000139410	ENSMMUG00000020665	0.0201	0.1435	ortholog_one2one
ENSG00000135094	ENSMMUG00000004208	0.0095	0.1338	ortholog_one2one
ENSG00000089094	ENSMMUG00000021564	0.0133	0.1018	ortholog_one2one
ENSG00000139324	ENSMMUG00000015864	0.0086	0.0615	ortholog_one2one
ENSG00000184752	ENSMMUG00000061502	0.0255	0.0681	ortholog_one2one
ENSG00000139370	ENSMMUG00000005767	0.0129	0.0668	ortholog_one2one
ENSG00000089116	ENSMMUG00000061944	0.001	0.2378	ortholog_one2one
ENSG00000135643	ENSMMUG00000014858			ortholog_one2one
ENSG00000170633	ENSMMUG00000021563	0.0258	0.1072	ortholog_one2one
ENSG00000151948	ENSMMUG00000012564	0.2206	0.4195	ortholog_one2one
ENSG00000139289	ENSMMUG00000064103	0.0035	0.1515	ortholog_one2one
ENSG00000151952	ENSMMUG00000012569	0.0115	0.1064	ortholog_one2one
ENSG00000127329	ENSMMUG00000011072	0.0165	0.0493	ortholog_one2one
ENSG00000139579	ENSMMUG00000038453	0.0072	0.0513	ortholog_one2one
ENSG00000121380	ENSMMUG00000023315	0.0615	0.082	ortholog_one2one
ENSG00000276045	ENSMMUG00000001306	0.0013	0.2794	ortholog_one2one
ENSG00000070018	ENSMMUG00000023317	0.0017	0.0435	ortholog_one2one
ENSG00000120798	ENSMMUG00000018898	0.0038	0.0391	ortholog_one2one
ENSG00000139645	ENSMMUG00000008679	0.0005	0.044	ortholog_one2one
ENSG00000198001	ENSMMUG00000000204	0.0057	0.0339	ortholog_one2one
ENSG00000204856	ENSMMUG00000008154	0.0181	0.0406	ortholog_one2one
ENSG00000139540	ENSMMUG00000008674	0.0139	0.0495	ortholog_one2one
ENSG00000122965	ENSMMUG00000010496	0.0163	0.0911	ortholog_one2one
ENSG00000111231	ENSMMUG00000006494	0.0677	0.159	ortholog_one2one
ENSG00000139714	ENSMMUG00000041124	0.014	0.0959	ortholog_one2one
ENSG00000139725	ENSMMUG00000012645	0.0074	0.1568	ortholog_one2one
ENSG00000188735	ENSMMUG00000031504	0.0039	0.105	ortholog_one2one
ENSG00000089225	ENSMMUG00000016202	0.0018	0.0865	ortholog_one2one
ENSG00000111237	ENSMMUG00000009255	0.0055	0.0292	ortholog_one2one
ENSG00000180263	ENSMMUG00000018901	0.0156	0.0491	ortholog_one2one
ENSG00000151164	ENSMMUG00000013155	0.0168	0.0554	ortholog_one2one
ENSG00000151239	ENSMMUG00000006154	0.0039	0.0356	ortholog_one2one
ENSG00000135111	ENSMMUG00000015070	0.003	0.0827	ortholog_one2one
ENSG00000196850	ENSMMUG00000057264	0.0016	0.0915	ortholog_one2one
ENSG00000182379	ENSMMUG00000021784	0.0143	0.13	ortholog_one2one
ENSG00000182199	ENSMMUG00000021785	0.0057	0.0643	ortholog_one2one
ENSG00000111261	ENSMMUG00000018577	0.0374	0.0621	ortholog_one2one
ENSG00000165714	ENSMMUG00000018578	0.0072	0.0435	ortholog_one2one
ENSG00000111266	ENSMMUG00000018580	0.0065	0.0501	ortholog_one2one
ENSG00000185633	ENSMMUG00000021786	0.0145	0.1086	ortholog_one2one
ENSG00000123066	ENSMMUG00000001906	0.0038	0.0363	ortholog_one2one
ENSG00000122986	ENSMMUG00000012840	0.033	0.0585	ortholog_one2one
ENSG00000204852	ENSMMUG00000039526	0.031	0.0768	ortholog_one2one
ENSG00000139351	ENSMMUG00000063989	0.0053	0.0684	ortholog_one2one
ENSG00000111666	ENSMMUG00000020877	0.096	0.17	ortholog_one2one
ENSG00000111670	ENSMMUG00000012562	0.0098	0.0723	ortholog_one2one
ENSG00000136048	ENSMMUG00000042077	0.0405	0.1045	ortholog_one2one
ENSG00000258102	ENSMMUG00000050432	0.0036	0.067	ortholog_many2many
ENSG00000258102	ENSMMUG00000023553	0.008	0.0794	ortholog_many2many
ENSG00000111412	ENSMMUG00000018247	0	0	ortholog_one2one
ENSG00000135119	ENSMMUG00000001238	0.0439	0.2459	ortholog_one2one
ENSG00000120860	ENSMMUG00000046478	0.0565	0.134	ortholog_one2one
ENSG00000028203	ENSMMUG00000018903	0.0065	0.0187	ortholog_one2one
ENSG00000174989	ENSMMUG00000017475	0.016	0.1158	ortholog_one2one
ENSG00000088992	ENSMMUG00000017478	0.002	0.0718	ortholog_one2one
ENSG00000075188	ENSMMUG00000005504	0.104	0.2754	ortholog_one2one
ENSG00000135108	ENSMMUG00000017479	0.06	0.1546	ortholog_one2one
ENSG00000139173	ENSMMUG00000000205	0.0009	0.0325	ortholog_one2one
