Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000168395,2,242290129,ENSG00000153487,13,110163322,None,None,None,None,None,Ohno
ENSG00000132031,2,20075936,ENSG00000100473,14,30413516,None,None,None,None,None,Ohno
ENSG00000143869,2,20729905,ENSG00000125378,14,53493279,None,None,None,None,None,Ohno
ENSG00000075426,2,28469173,ENSG00000170345,14,74815284,None,Ohno,Ohno,None,None,None
ENSG00000189350,2,29032981,ENSG00000198718,14,44501166,None,None,Ohno,None,Ohno,Ohno
ENSG00000158089,2,31215096,ENSG00000100626,14,68796668,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000049323,2,33025543,ENSG00000119681,14,74148787,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115808,2,37047119,ENSG00000196792,14,30565336,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000008869,2,37164989,ENSG00000129493,14,30959490,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115825,2,37398541,ENSG00000184304,14,29466699,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000119787,2,38457931,ENSG00000198513,14,50096580,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115904,2,39201696,ENSG00000100485,14,49767849,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000011566,2,39517797,ENSG00000012983,14,50069126,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000183023,2,40691697,ENSG00000100678,14,69725540,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000143924,2,42249997,ENSG00000066629,14,99329498,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000143924,2,42249997,ENSG00000165521,14,88328910,None,None,None,None,None,Ohno
ENSG00000057935,2,42575213,ENSG00000182979,14,104957202,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000152518,2,43307249,ENSG00000185650,14,68331206,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000152527,2,43717943,ENSG00000054690,14,67069761,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000138032,2,44249504,ENSG00000100614,14,59782223,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000138083,2,45022541,ENSG00000184302,14,60045622,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170577,2,45090046,ENSG00000126778,14,60185933,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000171132,2,45732547,ENSG00000027075,14,60858186,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000116016,2,46378067,ENSG00000100644,14,61231992,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000119729,2,46623371,ENSG00000126785,14,62740898,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000171150,2,46779603,ENSG00000180008,14,54563594,None,None,Ohno,Ohno,Ohno,None
ENSG00000068724,2,46996800,ENSG00000165914,14,90352514,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000143933,2,47257154,ENSG00000198668,14,89933126,Ohno,None,None,None,None,None
ENSG00000184261,2,47651002,ENSG00000152315,14,89597862,None,None,None,None,Ohno,None
ENSG00000170802,2,48395299,ENSG00000053254,14,88953207,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000068781,2,48610568,ENSG00000140022,14,80934680,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000138039,2,48836373,ENSG00000165409,14,80491528,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170820,2,49235138,ENSG00000165409,14,80491528,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000179915,2,51113178,ENSG00000021645,14,77779190,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170634,2,54195914,ENSG00000119640,14,74600489,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000115306,2,54536958,ENSG00000070182,14,64359619,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000214595,2,54805703,ENSG00000066629,14,99329498,None,None,None,None,None,Ohno
ENSG00000214595,2,54805703,ENSG00000165521,14,88328910,None,None,None,None,Ohno,Ohno
ENSG00000115355,2,55500467,ENSG00000015133,14,90953886,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000138041,2,55698262,ENSG00000100796,14,91046397,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000115380,2,56004436,ENSG00000140092,14,91490499,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000055813,2,56264762,ENSG00000205476,14,99140049,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000028116,2,58127224,ENSG00000100749,14,96333437,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000119866,2,60634272,ENSG00000127152,14,98807614,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000115421,2,60836887,ENSG00000090060,14,96038515,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000173209,2,61258057,ENSG00000100591,14,76994155,None,None,None,None,Ohno,Ohno
ENSG00000115507,2,63130696,ENSG00000165588,14,56346940,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000197329,2,64225037,ENSG00000139946,14,55654846,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115956,2,68445826,ENSG00000100558,14,66948581,Ohno,None,None,Ohno,None,None
ENSG00000163217,2,68952153,ENSG00000125378,14,53493279,None,None,None,None,None,Ohno
ENSG00000115194,2,27339631,ENSG00000104154,15,43602294,Ohno,Ohno,None,Ohno,None,None
ENSG00000171094,2,29997029,ENSG00000062524,15,39593369,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000013016,2,31310707,ENSG00000103966,15,40052038,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000152689,2,33514895,ENSG00000172575,15,36644224,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000119812,2,33677866,ENSG00000171262,15,36533620,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115841,2,38005934,ENSG00000137824,15,38834750,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000143942,2,53848433,ENSG00000128965,15,39032961,Ohno,None,None,None,None,Ohno
ENSG00000198369,2,65512815,ENSG00000166068,15,36331808,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000143995,2,66516036,ENSG00000134138,15,35189740,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000163017,2,73973601,ENSG00000159251,15,32875219,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000153208,2,112372662,ENSG00000092445,15,39638524,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000153214,2,112529285,ENSG00000103978,15,40352930,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000115423,2,84597090,ENSG00000007174,17,11442473,None,None,None,None,None,Ohno
ENSG00000115423,2,84597090,ENSG00000183914,17,7562746,None,None,None,None,None,Ohno
ENSG00000163060,2,94900959,ENSG00000125409,17,15185683,None,None,None,None,None,Ohno
ENSG00000163060,2,94900959,ENSG00000167858,17,6675784,None,None,None,None,None,Ohno
ENSG00000071054,2,101680920,ENSG00000141503,17,4728437,None,None,None,None,None,Ohno
ENSG00000144119,2,119632941,ENSG00000131094,17,40401170,Ohno,None,None,Ohno,None,None
ENSG00000155052,2,124499334,ENSG00000108797,17,38088158,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000152127,2,134594223,ENSG00000167889,17,72376133,None,None,None,Ohno,None,Ohno
ENSG00000121966,2,136592205,ENSG00000126353,17,35975250,Ohno,None,None,None,None,None
ENSG00000144228,2,138975841,ENSG00000121067,17,45110524,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000075884,2,143565401,ENSG00000185602,17,40858780,Ohno,Ohno,None,None,None,Ohno
ENSG00000115963,2,151052427,ENSG00000108830,17,38430784,None,None,Ohno,None,None,None
ENSG00000162980,2,152393255,ENSG00000141748,17,34575918,None,None,None,Ohno,None,Ohno
ENSG00000182389,2,152663771,ENSG00000067191,17,34607428,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000157827,2,152899997,ENSG00000184922,17,40655075,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000162989,2,155263339,ENSG00000123700,17,65677271,None,None,None,Ohno,Ohno,Ohno
ENSG00000115183,2,159533392,ENSG00000170921,17,58440630,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000054219,2,160469508,ENSG00000011028,17,58058494,None,None,Ohno,Ohno,None,None
ENSG00000153246,2,160627367,ENSG00000011028,17,58058494,None,None,Ohno,Ohno,None,None
ENSG00000115221,2,160765061,ENSG00000056345,17,42686207,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000136535,2,161980866,ENSG00000073861,17,43165609,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000115267,2,162883285,ENSG00000108771,17,37518277,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000184611,2,163403274,ENSG00000173826,17,58954427,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000184611,2,163403274,ENSG00000089558,17,37586822,Ohno,None,None,None,None,None
ENSG00000115290,2,165186606,ENSG00000141738,17,35147713,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000153253,2,165768823,ENSG00000007314,17,59404010,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136531,2,165804158,ENSG00000007314,17,59404010,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000144285,2,166638395,ENSG00000007314,17,59404010,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000169432,2,166940749,ENSG00000007314,17,59404010,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136546,2,167051724,ENSG00000007314,17,59404010,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000152254,2,169465996,ENSG00000131482,17,38306341,None,None,Ohno,Ohno,Ohno,None
ENSG00000152254,2,169465996,ENSG00000141349,17,39503644,None,None,None,Ohno,Ohno,None
ENSG00000144362,2,170259221,ENSG00000173868,17,44663127,None,None,None,Ohno,Ohno,None
ENSG00000204335,2,171280107,ENSG00000189120,17,43288239,None,Ohno,None,None,None,Ohno
ENSG00000198586,2,171725289,ENSG00000146872,17,57910136,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000123600,2,171998865,ENSG00000087995,17,57854996,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000071967,2,172087003,ENSG00000008283,17,58877454,None,None,None,None,None,Ohno
ENSG00000144355,2,172657715,ENSG00000108813,17,45401561,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000144355,2,172657715,ENSG00000064195,17,45427587,None,Ohno,None,Ohno,None,Ohno
ENSG00000115844,2,172675724,ENSG00000108813,17,45401561,Ohno,Ohno,None,None,None,Ohno
ENSG00000115844,2,172675724,ENSG00000064195,17,45427587,None,Ohno,Ohno,None,Ohno,Ohno
ENSG00000091409,2,173000392,ENSG00000005884,17,45488488,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000152256,2,173129025,ENSG00000005882,17,45527695,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000172845,2,174538676,ENSG00000167182,17,43328515,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000217236,2,174907920,ENSG00000189120,17,43288239,None,None,None,None,None,Ohno
ENSG00000144306,2,174968713,ENSG00000141295,17,43273641,None,None,Ohno,None,Ohno,None
ENSG00000196285,2,175292774,ENSG00000132475,17,71287455,None,None,None,Ohno,Ohno,Ohno
ENSG00000154518,2,175754736,ENSG00000159199,17,44325147,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000128714,2,176665778,ENSG00000159184,17,44161110,Ohno,None,Ohno,Ohno,None,None
ENSG00000128710,2,176689738,ENSG00000170689,17,44058834,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000175879,2,176702714,ENSG00000120087,17,44043382,None,None,None,None,None,Ohno
ENSG00000175879,2,176702714,ENSG00000120068,17,44047300,Ohno,None,Ohno,None,None,Ohno
ENSG00000170166,2,176724359,ENSG00000108511,17,44037333,None,None,None,None,None,Ohno
ENSG00000170166,2,176724359,ENSG00000182742,17,44010742,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000170166,2,176724359,ENSG00000120075,17,44026127,None,None,None,None,None,Ohno
ENSG00000128652,2,176733865,ENSG00000120093,17,44006809,Ohno,Ohno,Ohno,None,None,None
ENSG00000128645,2,176761553,ENSG00000120094,17,43963271,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000222043,2,177837550,ENSG00000082641,17,43480720,Ohno,Ohno,None,None,Ohno,None
ENSG00000116044,2,177837663,ENSG00000082641,17,43480720,Ohno,Ohno,None,None,Ohno,None
ENSG00000079156,2,178767454,ENSG00000006025,17,43254146,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000162992,2,182253626,ENSG00000171532,17,35017701,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170396,2,185171932,ENSG00000186566,17,39936328,None,None,Ohno,None,None,None
ENSG00000138448,2,187163045,ENSG00000005961,17,39822399,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000128699,2,190357342,ENSG00000172057,17,35337380,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000115415,2,191587181,ENSG00000126561,17,37693091,None,None,None,None,None,Ohno
ENSG00000115415,2,191587181,ENSG00000173757,17,37681950,None,None,None,None,None,Ohno
ENSG00000115415,2,191587181,ENSG00000168610,17,37794039,None,None,None,None,Ohno,Ohno
ENSG00000138378,2,191724561,ENSG00000126561,17,37693091,None,None,None,None,None,Ohno
ENSG00000138378,2,191724561,ENSG00000168610,17,37794039,None,None,None,None,Ohno,Ohno
ENSG00000138378,2,191724561,ENSG00000173757,17,37681950,None,None,None,None,None,Ohno
ENSG00000115993,2,202024499,ENSG00000173805,17,37144422,None,None,None,None,None,Ohno
ENSG00000082146,2,202024637,ENSG00000125695,17,59172947,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000082126,2,202271662,ENSG00000161647,17,39266064,Ohno,Ohno,None,Ohno,None,None
ENSG00000155760,2,202607555,ENSG00000180340,17,39990451,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000138439,2,203208454,ENSG00000121104,17,45196518,None,Ohno,Ohno,None,None,None
ENSG00000138443,2,203901248,ENSG00000108798,17,44642588,None,None,None,None,None,Ohno
ENSG00000114948,2,207016613,ENSG00000073670,17,40192094,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000178385,2,208598467,ENSG00000159266,17,60263719,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000178385,2,208598467,ENSG00000141342,17,40923893,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000118231,2,208697558,ENSG00000108255,17,24598001,None,None,Ohno,None,None,None
ENSG00000163254,2,208702872,ENSG00000108255,17,24598001,None,None,Ohno,None,None,None
ENSG00000182187,2,208719122,ENSG00000108255,17,24598001,None,None,Ohno,None,None,None
ENSG00000168582,2,208736542,ENSG00000108255,17,24598001,None,None,Ohno,None,None,None
ENSG00000144445,2,210744296,ENSG00000120071,17,41625943,Ohno,Ohno,None,None,Ohno,None
ENSG00000168530,2,210888140,ENSG00000198336,17,42641427,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000178568,2,213111810,ENSG00000141736,17,35104766,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000030419,2,213724578,ENSG00000161405,17,35273967,Ohno,Ohno,None,None,None,None
ENSG00000115457,2,217206372,ENSG00000141753,17,35853202,Ohno,Ohno,None,None,None,None
ENSG00000115461,2,217268516,ENSG00000141753,17,35853202,Ohno,Ohno,Ohno,None,None,None
ENSG00000180871,2,218698991,ENSG00000184451,17,38087371,Ohno,None,None,None,None,None
ENSG00000163464,2,218739961,ENSG00000184451,17,38087371,Ohno,None,None,None,None,None
ENSG00000115556,2,219180866,ENSG00000161714,17,40565417,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000171450,2,219532642,ENSG00000176749,17,27838214,None,Ohno,None,Ohno,Ohno,None
ENSG00000163499,2,219566371,ENSG00000108255,17,24598001,None,None,Ohno,None,None,None
ENSG00000144567,2,219751198,ENSG00000141699,17,38014928,None,None,Ohno,Ohno,None,None
ENSG00000175084,2,219991343,ENSG00000171345,17,36938167,None,None,None,None,None,Ohno
ENSG00000175084,2,219991343,ENSG00000006059,17,36760590,None,None,None,Ohno,Ohno,None
ENSG00000175084,2,219991343,ENSG00000171346,17,36932191,None,None,None,Ohno,Ohno,Ohno
ENSG00000175084,2,219991343,ENSG00000186831,17,37034355,None,None,None,Ohno,Ohno,Ohno
ENSG00000175084,2,219991343,ENSG00000131095,17,40348394,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000175084,2,219991343,ENSG00000186847,17,36996673,None,None,None,Ohno,Ohno,Ohno
ENSG00000175084,2,219991343,ENSG00000186832,17,37022545,None,None,None,Ohno,Ohno,Ohno
ENSG00000175084,2,219991343,ENSG00000186395,17,36232373,None,None,None,None,None,Ohno
ENSG00000072182,2,220087296,ENSG00000108684,17,29507664,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000114923,2,220200360,ENSG00000004939,17,39700993,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000135902,2,233099142,ENSG00000108556,17,4747148,None,Ohno,None,None,None,None
ENSG00000196811,2,233112681,ENSG00000170175,17,7289130,None,Ohno,None,None,None,None
ENSG00000066248,2,233586182,ENSG00000198844,17,8154315,None,Ohno,None,None,Ohno,None
ENSG00000188042,2,235070436,ENSG00000175906,17,38831879,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000182177,2,236837727,ENSG00000161664,17,39603600,None,None,Ohno,None,None,None
ENSG00000132326,2,238861946,ENSG00000179094,17,7996427,None,None,None,None,Ohno,None
ENSG00000068024,2,239987580,ENSG00000108840,17,39556540,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000130294,2,241408310,ENSG00000129250,17,4841971,None,Ohno,None,None,None,None
ENSG00000134318,2,11402162,ENSG00000067900,18,16945810,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196208,2,11591693,ENSG00000141449,18,17076317,Ohno,None,None,Ohno,None,None
ENSG00000134324,2,11781929,ENSG00000101577,18,3001945,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000138101,2,25750007,ENSG00000134769,18,30327279,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000157833,2,26249464,ENSG00000141441,18,28304445,Ohno,Ohno,Ohno,None,None,None
ENSG00000084764,2,27047029,ENSG00000166974,18,30875379,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000143994,2,27200161,ENSG00000158201,18,17538724,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000170144,2,177785668,ENSG00000215492,18,28247165,None,None,None,None,None,Ohno
ENSG00000196950,2,196229716,ENSG00000141424,18,31963355,None,None,None,None,None,Ohno
ENSG00000075426,2,28469173,ENSG00000125740,19,50663093,None,Ohno,Ohno,None,None,None
ENSG00000115295,2,29174075,ENSG00000105270,19,41215635,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000013016,2,31310707,ENSG00000024422,19,52908502,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000049323,2,33025543,ENSG00000090006,19,45790911,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000152689,2,33514895,ENSG00000171777,19,43608785,Ohno,Ohno,None,None,None,Ohno
ENSG00000119812,2,33677866,ENSG00000130244,19,43585615,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000115808,2,37047119,ENSG00000090372,19,51941560,None,Ohno,None,None,Ohno,Ohno
ENSG00000138068,2,37277245,ENSG00000105398,19,53081405,None,None,None,None,None,Ohno
ENSG00000138068,2,37277245,ENSG00000088002,19,53747241,None,None,None,None,None,Ohno
ENSG00000115825,2,37398541,ENSG00000105287,19,51912224,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115828,2,37425241,ENSG00000011478,19,50887772,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000143889,2,38683675,ENSG00000104824,19,44034819,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000011566,2,39517797,ENSG00000104814,19,43800483,None,None,None,Ohno,None,Ohno
ENSG00000183023,2,40691697,ENSG00000118160,19,52666934,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000143924,2,42249997,ENSG00000125746,19,50834509,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000116016,2,46378067,ENSG00000124440,19,51492143,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000143933,2,47257154,ENSG00000160014,19,51796352,Ohno,None,None,None,None,None
ENSG00000214595,2,54805703,ENSG00000125746,19,50834509,None,None,None,None,None,Ohno
ENSG00000028116,2,58127224,ENSG00000105053,19,55220617,None,None,None,None,None,Ohno
ENSG00000162924,2,60962256,ENSG00000104856,19,50196539,Ohno,None,None,Ohno,Ohno,None
ENSG00000170340,2,62276766,ENSG00000177191,19,46626475,None,None,None,None,Ohno,None
ENSG00000170340,2,62276766,ENSG00000179913,19,17766919,None,Ohno,None,None,Ohno,None
ENSG00000115507,2,63130696,ENSG00000105392,19,53016911,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000115902,2,65070098,ENSG00000105143,19,14951505,None,Ohno,None,None,Ohno,None
ENSG00000115902,2,65070098,ENSG00000105281,19,51983691,None,None,None,None,Ohno,None
ENSG00000138071,2,65308406,ENSG00000213985,19,20229529,None,Ohno,None,None,Ohno,None
ENSG00000143995,2,66516036,ENSG00000105419,19,52614597,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000198914,2,104838401,ENSG00000028277,19,47328470,None,Ohno,None,None,None,None
ENSG00000196228,2,108230083,ENSG00000088002,19,53747241,None,None,None,None,Ohno,Ohno
ENSG00000196228,2,108230083,ENSG00000105398,19,53081405,None,None,None,None,Ohno,Ohno
ENSG00000198203,2,108271527,ENSG00000105398,19,53081405,None,None,None,None,None,Ohno
ENSG00000198203,2,108271527,ENSG00000088002,19,53747241,None,Ohno,None,None,None,Ohno
ENSG00000198075,2,108360853,ENSG00000105398,19,53081405,None,Ohno,None,None,None,Ohno
ENSG00000198075,2,108360853,ENSG00000088002,19,53747241,None,None,None,None,None,Ohno
ENSG00000153208,2,112372662,ENSG00000167601,19,46416948,None,Ohno,None,None,None,None
ENSG00000188177,2,112749642,ENSG00000130749,19,52308849,None,Ohno,None,None,Ohno,Ohno
ENSG00000080293,2,119998537,ENSG00000010310,19,50863342,None,None,None,None,Ohno,Ohno
ENSG00000172318,2,168383428,ENSG00000177191,19,46626475,None,None,None,None,None,Ohno
ENSG00000091436,2,173648688,ENSG00000130758,19,45389491,None,None,None,None,None,Ohno
ENSG00000186487,2,2314052,ENSG00000196132,20,62266271,None,None,Ohno,None,None,None
ENSG00000115738,2,8736426,ENSG00000125968,20,29656753,None,None,Ohno,Ohno,Ohno,None
ENSG00000134308,2,9688557,ENSG00000166913,20,42947758,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000162975,2,10969514,ENSG00000158445,20,47532588,Ohno,None,Ohno,None,None,None
ENSG00000162975,2,10969514,ENSG00000124134,20,43163167,Ohno,None,None,None,None,None
ENSG00000162975,2,10969514,ENSG00000026559,20,49073082,None,None,Ohno,None,None,None
ENSG00000169016,2,11523748,ENSG00000101412,20,31737854,None,None,None,None,Ohno,Ohno
ENSG00000169006,2,11727876,ENSG00000101188,20,60810634,None,None,Ohno,None,None,None
ENSG00000134324,2,11781929,ENSG00000132793,20,39402974,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000071575,2,12774466,ENSG00000101255,20,309308,None,None,None,None,Ohno,None
ENSG00000170745,2,17922595,ENSG00000158445,20,47532588,Ohno,None,Ohno,None,None,None
ENSG00000170745,2,17922595,ENSG00000026559,20,49073082,None,None,Ohno,None,None,None
ENSG00000170745,2,17922595,ENSG00000124134,20,43163167,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000115884,2,20288675,ENSG00000124145,20,43410478,None,Ohno,None,None,Ohno,None
ENSG00000143869,2,20729905,ENSG00000125965,20,33505982,Ohno,Ohno,Ohno,None,None,Ohno
ENSG00000143869,2,20729905,ENSG00000125845,20,6696745,None,None,None,None,None,Ohno
ENSG00000173960,2,24003686,ENSG00000088833,20,1396417,None,None,None,None,None,Ohno
ENSG00000119782,2,24126106,ENSG00000088832,20,1321753,None,None,None,None,Ohno,Ohno
ENSG00000084676,2,24568305,ENSG00000124151,20,45564053,None,None,Ohno,Ohno,Ohno,None
ENSG00000119772,2,25418963,ENSG00000088305,20,30813852,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000084731,2,26059122,ENSG00000101350,20,30329128,None,None,None,None,Ohno,Ohno
ENSG00000115155,2,26635070,ENSG00000088340,20,33651008,None,None,None,None,Ohno,Ohno
ENSG00000171303,2,26769123,ENSG00000124249,20,42807902,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000084764,2,27047029,ENSG00000101367,20,30871437,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000163217,2,68952153,ENSG00000125965,20,33505982,None,None,None,None,None,Ohno
ENSG00000135636,2,71534268,ENSG00000088340,20,33651008,None,None,None,None,None,Ohno
ENSG00000214272,2,96724997,ENSG00000088340,20,33651008,None,None,None,None,None,Ohno
ENSG00000135968,2,108432063,ENSG00000126001,20,33506564,None,None,None,None,None,Ohno
ENSG00000135929,2,219354745,ENSG00000019186,20,52223931,None,None,None,Ohno,None,None
ENSG00000171596,2,232103452,ENSG00000101188,20,60810634,None,None,None,Ohno,None,None
ENSG00000162989,2,155263339,ENSG00000157542,21,38210619,None,None,None,Ohno,Ohno,Ohno
ENSG00000115221,2,160765061,ENSG00000160255,21,45173181,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000172318,2,168383428,ENSG00000183778,21,39850239,Ohno,Ohno,None,None,Ohno,None
ENSG00000135917,2,228290989,ENSG00000173638,21,45786813,None,None,None,None,Ohno,Ohno
ENSG00000156966,2,231953837,ENSG00000183778,21,39850239,None,None,None,None,Ohno,Ohno
ENSG00000144481,2,234490782,ENSG00000142185,21,44594474,None,None,None,None,Ohno,Ohno
ENSG00000196228,2,108230083,ENSG00000130540,22,42589731,Ohno,None,None,None,None,None
ENSG00000198203,2,108271527,ENSG00000130540,22,42589731,None,Ohno,None,None,None,None
ENSG00000144134,2,114101286,ENSG00000079974,22,49568957,Ohno,Ohno,None,None,None,None
ENSG00000118231,2,208697558,ENSG00000100053,22,23925825,None,None,Ohno,None,None,None
ENSG00000118231,2,208697558,ENSG00000196431,22,25347928,None,None,Ohno,None,None,None
ENSG00000118231,2,208697558,ENSG00000100058,22,23945612,None,None,Ohno,None,None,None
ENSG00000118231,2,208697558,ENSG00000100122,22,25344038,None,None,Ohno,None,None,None
ENSG00000163254,2,208702872,ENSG00000100053,22,23925825,None,None,Ohno,None,None,None
ENSG00000163254,2,208702872,ENSG00000100122,22,25344038,None,None,Ohno,None,None,None
ENSG00000163254,2,208702872,ENSG00000196431,22,25347928,None,None,Ohno,None,None,None
ENSG00000163254,2,208702872,ENSG00000100058,22,23945612,None,None,Ohno,None,None,None
