Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSG00000112701	ENSG00000138468	SENP6	SENP7	0.0001673867293387	3.1132757806943e-12	3	Vertebrata	protein_coding
ENSG00000184743	ENSG00000119787	ATL3	ATL2	2.09614553662257e-05	1.28547366291831e-16	4	Vertebrata	protein_coding
ENSG00000164754	ENSG00000244588	RAD21	RAD21L1	0.00123989878378592	2.69797494056184e-29	2	Vertebrata	protein_coding
ENSG00000167081	ENSG00000185630	PBX3	PBX1	2.10866420220684e-11	2.42930077579741e-29	5	Vertebrata	protein_coding
ENSG00000137145	ENSG00000174485	DENND4C	DENND4A	2.35120409262824e-06	1.57326667875951e-20	1	Vertebrata	protein_coding
ENSG00000214338	ENSG00000168502	SOGA3	MTCL1	0.000455580331349277	2.35167069533034e-14	3	Vertebrata	protein_coding
ENSG00000106789	ENSG00000103647	CORO2A	CORO2B	0.00166398394267564	4.38998987169149e-17	3	Vertebrata	protein_coding
ENSG00000188559	ENSG00000174373	RALGAPA2	RALGAPA1	3.52258585280221e-21	3.44826466273719e-29	5	Vertebrata	protein_coding
ENSG00000164100	ENSG00000070614	NDST3	NDST1	3.37344662581859e-09	4.83878642163949e-33	3	Vertebrata	protein_coding
ENSG00000075151	ENSG00000114867	EIF4G3	EIF4G1	5.69570132295483e-14	1.01041494207648e-24	4	Vertebrata	protein_coding
ENSG00000105229	ENSG00000033800	PIAS4	PIAS1	2.17058149906309e-12	8.17010511716861e-28	3	Vertebrata	protein_coding
ENSG00000161849	ENSG00000175084	KRT84	DES	0.000455671334256116	2.27955742594366e-11	2	Vertebrata	protein_coding
ENSG00000117114	ENSG00000127507	ADGRL2	ADGRE2	0.000102059982537672	4.40089672421412e-20	2	Vertebrata	protein_coding
ENSG00000014914	ENSG00000166912	MTMR11	MTMR10	5.39332845806886e-08	4.14577662331559e-21	4	Vertebrata	protein_coding
ENSG00000170558	ENSG00000039068	CDH2	CDH1	6.37608395171064e-05	4.22504410210559e-21	1	Vertebrata	protein_coding
ENSG00000112818	ENSG00000141434	MEP1A	MEP1B	0.000986572849350704	4.62144705069542e-13	2	Vertebrata	protein_coding
ENSG00000171189	ENSG00000163873	GRIK1	GRIK3	4.71693085663951e-08	5.59798893473402e-07	4	Vertebrata	protein_coding
ENSG00000011332	ENSG00000133884	DPF1	DPF2	1.85031280437477e-14	4.8125646093561e-17	5	Vertebrata	protein_coding
ENSG00000144410	ENSG00000158516	CPO	CPA2	2.88757920463467e-05	0.000987831721403458	2	Vertebrata	protein_coding
ENSG00000135824	ENSG00000147509	RGS8	RGS20	0.00697342976008031	5.91581131315046e-08	3	Vertebrata	protein_coding
ENSG00000273749	ENSG00000055163	CYFIP1	CYFIP2	3.15772619440542e-12	1.9238544488727e-09	3	Vertebrata	protein_coding
ENSG00000221914	ENSG00000156475	PPP2R2A	PPP2R2B	6.67667280908927e-06	1.33122886887183e-10	5	Vertebrata	protein_coding
ENSG00000114378	ENSG00000106302	HYAL1	HYAL4	7.23954265375204e-07	4.30703680447608e-27	2	Vertebrata	protein_coding
ENSG00000184545	ENSG00000111266	DUSP8	DUSP16	8.08179273651738e-07	4.24146945190656e-27	4	Vertebrata	protein_coding
ENSG00000144354	ENSG00000164649	CDCA7	CDCA7L	0.00369639528555232	1.62923101795226e-47	2	Vertebrata	protein_coding
ENSG00000183495	ENSG00000080603	EP400	SRCAP	1.47671938756606e-07	4.705966149876e-11	5	Vertebrata	protein_coding
ENSG00000104964	ENSG00000140332	AES	TLE3	9.09653238873859e-05	7.72135593958768e-05	1	Older	protein_coding
ENSG00000010438	ENSG00000167757	PRSS3	KLK11	0.00731019584125867	4.05784668080999e-06	1	Vertebrata	protein_coding
ENSG00000144218	ENSG00000172493	AFF3	AFF1	7.25405551174606e-06	1.12182860270522e-09	3	Vertebrata	protein_coding
ENSG00000107593	ENSG00000118762	PKD2L1	PKD2	7.9702251689946e-11	3.70340552226513e-23	2	Vertebrata	protein_coding
ENSG00000127334	ENSG00000143479	DYRK2	DYRK3	2.03273211289018e-14	1.47805921384579e-35	2	Vertebrata	protein_coding
ENSG00000162616	ENSG00000132002	DNAJB4	DNAJB1	9.73643812219427e-07	1.29233022638264e-17	4	Vertebrata	protein_coding
ENSG00000142627	ENSG00000154928	EPHA2	EPHB1	8.99295288187643e-14	4.75468225690074e-22	4	Vertebrata	protein_coding
ENSG00000144410	ENSG00000158525	CPO	CPA5	0.00337783026993899	0.00616625083171821	2	Vertebrata	protein_coding
ENSG00000122012	ENSG00000185518	SV2C	SV2B	0.00125563500468742	1.24024354597878e-29	2	Vertebrata	protein_coding
ENSG00000138411	ENSG00000002746	HECW2	HECW1	1.90672299907672e-06	8.4826767294918e-30	5	Vertebrata	protein_coding
ENSG00000146950	ENSG00000158352	SHROOM2	SHROOM4	2.75362695877594e-07	2.23616128165629e-23	1	Vertebrata	protein_coding
ENSG00000141639	ENSG00000069956	MAPK4	MAPK6	0.00139154096943372	1.88707242244549e-08	1	Vertebrata	protein_coding
ENSG00000109381	ENSG00000102034	ELF2	ELF4	5.19250561730219e-12	3.97154637986526e-11	5	Vertebrata	protein_coding
ENSG00000116209	ENSG00000105696	TMEM59	TMEM59L	1.41955369988276e-08	1.53989399613052e-14	2	Vertebrata	protein_coding
ENSG00000118922	ENSG00000109787	KLF12	KLF3	2.68840356837536e-05	5.77741441909581e-15	2	Vertebrata	protein_coding
ENSG00000111046	ENSG00000129152	MYF6	MYOD1	2.14215560599289e-06	1.05897713108146e-32	4	Vertebrata	protein_coding
ENSG00000128641	ENSG00000166866	MYO1B	MYO1A	5.2947408927799e-05	4.45759835854087e-11	4	Vertebrata	protein_coding
ENSG00000148942	ENSG00000100191	SLC5A12	SLC5A4	0.00489194613924377	0.00140530908586092	2	Vertebrata	protein_coding
ENSG00000139641	ENSG00000158220	ESYT1	ESYT3	3.2672650025933e-06	1.22135085006922e-12	3	Vertebrata	protein_coding
ENSG00000124126	ENSG00000046889	PREX1	PREX2	0.00027347431250766	4.40454271713332e-46	2	Vertebrata	protein_coding
ENSG00000159399	ENSG00000156515	HK2	HK1	1.11119965792603e-11	5.20943868576903e-19	5	Vertebrata	protein_coding
ENSG00000174562	ENSG00000204983	KLK15	PRSS1	0.00345854315540176	2.79347334989036e-06	2	Vertebrata	protein_coding
ENSG00000110075	ENSG00000100239	PPP6R3	PPP6R2	5.21387114726085e-08	4.7857879014863e-20	3	Vertebrata	protein_coding
ENSG00000069764	ENSG00000253117	PLA2G10	OC90	0.00284335326566933	0.000194535165009502	1	Vertebrata	protein_coding
ENSG00000169862	ENSG00000081277	CTNND2	PKP1	5.07785960662973e-05	0.000245897604062735	2	Vertebrata	protein_coding
ENSG00000166557	ENSG00000251201	TMED3	TMED7-TICAM2	2.31595316414245e-05	2.57626779951107e-20	4	Vertebrata	protein_coding
ENSG00000112309	ENSG00000109956	B3GAT2	B3GAT1	2.78111464834576e-10	0.00684555334366367	5	Vertebrata	protein_coding
ENSG00000134121	ENSG00000198910	CHL1	L1CAM	1.01577652192532e-08	9.69391280451867e-27	3	Vertebrata	protein_coding
ENSG00000115825	ENSG00000184304	PRKD3	PRKD1	5.80946938372798e-15	4.21027735303721e-22	5	Vertebrata	protein_coding
ENSG00000259753	ENSG00000132470	RP11-290H9.2	ITGB4	0.00351202352004053	6.85494812579339e-06	2	Vertebrata	protein_coding
ENSG00000172572	ENSG00000152270	PDE3A	PDE3B	1.10339883206795e-08	7.53493161207448e-34	3	Vertebrata	protein_coding
ENSG00000136938	ENSG00000143401	ANP32B	ANP32E	1.37509478963154e-05	5.60354669419907e-05	4	Vertebrata	protein_coding
ENSG00000077454	ENSG00000130224	LRCH4	LRCH2	0.000738613812162266	1.11175303218903e-06	4	Vertebrata	protein_coding
ENSG00000089876	ENSG00000144045	DHX32	DQX1	1.39350975226038e-05	1.98702105030696e-09	2	Vertebrata	protein_coding
ENSG00000197106	ENSG00000072041	SLC6A17	SLC6A15	2.40076807482206e-07	2.8891719962146e-24	5	Vertebrata	protein_coding
ENSG00000160883	ENSG00000156515	HK3	HK1	4.44065053327807e-12	4.15894720385764e-17	5	Vertebrata	protein_coding
ENSG00000196975	ENSG00000135046	ANXA4	ANXA1	0.00191979945388819	5.66995590970818e-05	1	Vertebrata	protein_coding
ENSG00000157764	ENSG00000078061	BRAF	ARAF	4.48131839387132e-07	6.60364479566008e-08	3	Vertebrata	protein_coding
ENSG00000188613	ENSG00000188425	NANOS1	NANOS2	0.00198510258972963	0.00554873954380456	2	Vertebrata	protein_coding
ENSG00000131095	ENSG00000148798	GFAP	INA	0.00154419226705005	0.000845200292203095	2	Vertebrata	protein_coding
ENSG00000075420	ENSG00000102531	FNDC3B	FNDC3A	4.41038376188411e-08	1.25750483947706e-18	4	Vertebrata	protein_coding
ENSG00000184185	ENSG00000153822	KCNJ12	KCNJ16	1.08853544948194e-05	2.06064919657791e-27	3	Vertebrata	protein_coding
ENSG00000160360	ENSG00000121957	GPSM1	GPSM2	1.14452269553944e-13	2.13346556393175e-27	5	Vertebrata	protein_coding
ENSG00000083857	ENSG00000165323	FAT1	FAT3	1.52908036717033e-14	8.11772543685154e-18	4	Vertebrata	protein_coding
ENSG00000141753	ENSG00000115457	IGFBP4	IGFBP2	0.00501718130353401	1.73971708724482e-23	1	Vertebrata	protein_coding
ENSG00000198598	ENSG00000137674	MMP17	MMP20	0.00609101791200753	6.16747905369739e-07	3	Vertebrata	protein_coding
ENSG00000082153	ENSG00000136261	BZW1	BZW2	0.00594366956347045	1.63561730803931e-19	1	Vertebrata	protein_coding
ENSG00000117385	ENSG00000090530	P3H1	P3H2	1.20059877380884e-10	2.0628863271402e-18	4	Vertebrata	protein_coding
ENSG00000102935	ENSG00000198795	ZNF423	ZNF521	0.000138974534717427	2.67582050973042e-19	1	Vertebrata	protein_coding
ENSG00000165125	ENSG00000187688	TRPV6	TRPV2	0.00167330920344395	1.55814358740993e-05	5	Vertebrata	protein_coding
ENSG00000213022	ENSG00000275896	KLK9	PRSS2	0.00640051158838552	5.83451186836136e-06	2	Vertebrata	protein_coding
ENSG00000112561	ENSG00000068323	TFEB	TFE3	7.95231172856306e-08	2.55804494712396e-07	4	Vertebrata	protein_coding
ENSG00000221947	ENSG00000171044	XKR9	XKR6	0.00381462799556409	8.29393118441701e-14	1	Vertebrata	protein_coding
ENSG00000133056	ENSG00000011405	PIK3C2B	PIK3C2A	3.65743340766821e-05	3.83214341138215e-21	4	Vertebrata	protein_coding
ENSG00000171223	ENSG00000177606	JUNB	JUN	3.68155604117062e-08	9.5004044362948e-18	3	Vertebrata	protein_coding
ENSG00000135226	ENSG00000242515	UGT2B28	UGT1A10	6.1318272466994e-08	0.000136689410952569	3	Vertebrata	protein_coding
ENSG00000133115	ENSG00000148175	STOML3	STOM	2.16045280060368e-08	0.0066906193566167	4	Vertebrata	protein_coding
ENSG00000204130	ENSG00000176783	RUFY2	RUFY1	2.99838065207533e-10	7.93913405911493e-25	2	Vertebrata	protein_coding
ENSG00000038219	ENSG00000145919	BOD1L1	BOD1	0.00840614354795804	2.02006154206336e-31	1	Vertebrata	protein_coding
ENSG00000151640	ENSG00000072832	DPYSL4	CRMP1	8.19805715510654e-08	4.27175300502368e-31	4	Vertebrata	protein_coding
ENSG00000148341	ENSG00000097033	SH3GLB2	SH3GLB1	3.87061681392636e-05	1.88802163541541e-37	2	Vertebrata	protein_coding
ENSG00000131183	ENSG00000157765	SLC34A1	SLC34A2	1.28871597085231e-10	1.18690743607195e-33	3	Vertebrata	protein_coding
ENSG00000108798	ENSG00000138443	ABI3	ABI2	4.13171609031218e-13	2.69466974886416e-22	5	Vertebrata	protein_coding
ENSG00000085491	ENSG00000181240	SLC25A24	SLC25A41	4.49568765859236e-06	6.22530056070687e-16	4	Vertebrata	protein_coding
ENSG00000157191	ENSG00000089818	NECAP2	NECAP1	2.65999353156571e-09	7.25336504515584e-16	3	Vertebrata	protein_coding
ENSG00000092978	ENSG00000089916	GPATCH2	GPATCH2L	1.13166230326572e-14	2.99742644590235e-41	2	Vertebrata	protein_coding
ENSG00000163017	ENSG00000159251	ACTG2	ACTC1	0.0048116115290713	0.000935576492742062	1	Vertebrata	protein_coding
ENSG00000157851	ENSG00000092964	DPYSL5	DPYSL2	0.000828272014203478	0.00710296473249849	2	Vertebrata	protein_coding
ENSG00000105221	ENSG00000117020	AKT2	AKT3	3.22520641323644e-08	6.7281659030135e-15	3	Vertebrata	protein_coding
ENSG00000021762	ENSG00000091039	OSBPL5	OSBPL8	2.95946664581936e-08	4.90266261899639e-26	5	Vertebrata	protein_coding
ENSG00000165323	ENSG00000086570	FAT3	FAT2	2.90820778398685e-15	3.4690369998782e-12	4	Vertebrata	protein_coding
ENSG00000129038	ENSG00000019169	LOXL1	MARCO	0.00758383292466716	1.01767056600349e-06	2	Vertebrata	protein_coding
ENSG00000184363	ENSG00000081277	PKP3	PKP1	0.000177725033915292	2.23451319998534e-29	2	Vertebrata	protein_coding
ENSG00000129993	ENSG00000079102	CBFA2T3	RUNX1T1	3.23398870132569e-14	1.006992506514e-23	2	Vertebrata	protein_coding
ENSG00000113430	ENSG00000159387	IRX4	IRX6	2.02665857171853e-14	1.70862715121132e-22	4	Vertebrata	protein_coding
ENSG00000154025	ENSG00000140675	SLC5A10	SLC5A2	0.000254441754524782	0.000445882296875187	3	Vertebrata	protein_coding
ENSG00000113100	ENSG00000140937	CDH9	CDH11	0.00523020316949481	3.85552759419313e-22	1	Vertebrata	protein_coding
ENSG00000182132	ENSG00000120049	KCNIP1	KCNIP2	1.34183249528429e-09	1.49181856563931e-24	5	Vertebrata	protein_coding
ENSG00000134853	ENSG00000113721	PDGFRA	PDGFRB	2.7117634177853e-10	4.96690758781961e-31	2	Vertebrata	protein_coding
ENSG00000118156	ENSG00000124496	ZNF541	TRERF1	2.32576374004696e-07	0.00843452180195775	4	Vertebrata	protein_coding
ENSG00000102385	ENSG00000152818	DRP2	UTRN	8.47483803151215e-06	1.0732943177938e-09	3	Vertebrata	protein_coding
ENSG00000131171	ENSG00000185437	SH3BGRL	SH3BGR	8.31776235313152e-06	1.60002229090756e-18	3	Vertebrata	protein_coding
ENSG00000182667	ENSG00000142549	NTM	IGLON5	3.52836734952374e-06	1.6680952334626e-09	4	Vertebrata	protein_coding
ENSG00000168502	ENSG00000149639	MTCL1	SOGA1	1.92168112739592e-05	1.70497451990862e-30	3	Vertebrata	protein_coding
ENSG00000149257	ENSG00000106366	SERPINH1	SERPINE1	0.00018183764547234	2.11959555459537e-05	2	Vertebrata	protein_coding
ENSG00000129749	ENSG00000174343	CHRNA10	CHRNA9	0.00022105956477365	6.46702251180173e-10	1	Vertebrata	protein_coding
ENSG00000198914	ENSG00000185668	POU3F3	POU3F1	1.19610994138132e-05	0.000310194239912109	3	Vertebrata	protein_coding
ENSG00000214595	ENSG00000125746	EML6	EML2	0.000461776110600695	1.19556441845129e-14	2	Vertebrata	protein_coding
ENSG00000166348	ENSG00000145390	USP54	USP53	6.53667397660256e-05	1.60047211175624e-36	3	Vertebrata	protein_coding
ENSG00000108001	ENSG00000221818	EBF3	EBF2	1.46970850070722e-05	8.16736538435509e-32	4	Vertebrata	protein_coding
ENSG00000112319	ENSG00000064655	EYA4	EYA2	5.92534931212978e-13	4.63044647357681e-15	4	Vertebrata	protein_coding
ENSG00000106772	ENSG00000167654	PRUNE2	ATCAY	0.000272834021802492	1.14960258349272e-29	1	Vertebrata	protein_coding
ENSG00000102287	ENSG00000145863	GABRE	GABRA6	2.96836000910624e-06	6.4226288137578e-07	3	Vertebrata	protein_coding
ENSG00000100307	ENSG00000141582	CBX7	CBX4	3.01201720284908e-08	1.4114098885049e-21	2	Vertebrata	protein_coding
ENSG00000060709	ENSG00000005379	RIMBP2	BZRAP1	1.81732319437498e-08	2.82016354791682e-29	3	Vertebrata	protein_coding
ENSG00000215029	ENSG00000176148	TCP11X2	TCP11L1	0.000103861202273993	7.67789865247058e-18	4	Vertebrata	protein_coding
ENSG00000066629	ENSG00000125746	EML1	EML2	7.34196193690974e-07	1.49228937024086e-10	4	Vertebrata	protein_coding
ENSG00000136238	ENSG00000128340	RAC1	RAC2	9.53216397481597e-05	7.92473035355547e-19	3	Vertebrata	protein_coding
ENSG00000129221	ENSG00000110711	AIPL1	AIP	4.16865151130924e-08	4.28439672538049e-08	4	Vertebrata	protein_coding
ENSG00000158321	ENSG00000112787	AUTS2	FBRSL1	4.81467549567769e-06	1.37839570312803e-33	1	Vertebrata	protein_coding
ENSG00000135929	ENSG00000186684	CYP27A1	CYP27C1	0.000290257972490617	7.47995923926568e-05	4	Vertebrata	protein_coding
ENSG00000109436	ENSG00000133138	TBC1D9	TBC1D8B	0.000988635496120393	3.22392060429234e-11	3	Vertebrata	protein_coding
ENSG00000159792	ENSG00000147613	PSKH1	PSKH2	7.43740340209738e-06	1.43657140599488e-12	3	Vertebrata	protein_coding
ENSG00000111897	ENSG00000168528	SERINC1	SERINC2	1.05822607438451e-07	1.42226874066598e-29	4	Vertebrata	protein_coding
ENSG00000146839	ENSG00000275395	ZAN	FCGBP	8.5687151353056e-05	8.31402569438975e-08	2	Vertebrata	protein_coding
ENSG00000111012	ENSG00000160882	CYP27B1	CYP11B1	0.000111395609098117	0.00566814753414119	3	Vertebrata	protein_coding
ENSG00000254087	ENSG00000101336	LYN	HCK	2.80756093413728e-05	6.3924371724402e-29	2	Vertebrata	protein_coding
ENSG00000105647	ENSG00000145675	PIK3R2	PIK3R1	4.81900870196721e-08	1.71776513108465e-28	3	Vertebrata	protein_coding
ENSG00000108100	ENSG00000163249	CCNY	CCNYL1	4.07138286169636e-13	8.86101999669869e-26	4	Vertebrata	protein_coding
ENSG00000070882	ENSG00000006025	OSBPL3	OSBPL7	3.43840729968281e-06	2.79667760886595e-41	3	Vertebrata	protein_coding
ENSG00000139793	ENSG00000076770	MBNL2	MBNL3	1.13488330447494e-06	1.31412124394287e-47	4	Vertebrata	protein_coding
ENSG00000108950	ENSG00000177706	FAM20A	FAM20C	1.00121590654033e-08	4.46902880071699e-41	2	Vertebrata	protein_coding
ENSG00000168481	ENSG00000152990	LGI3	ADGRA3	1.80950837073003e-06	1.74484105827281e-06	2	Vertebrata	protein_coding
ENSG00000106526	ENSG00000115091	ACTR3C	ACTR3	2.16736895339566e-05	5.31151600084125e-32	1	Vertebrata	protein_coding
ENSG00000105289	ENSG00000119139	TJP3	TJP2	1.83620290168064e-13	1.48171545649188e-30	4	Vertebrata	protein_coding
ENSG00000183072	ENSG00000180053	NKX2-5	NKX2-6	0.0011178788539663	3.34456309177097e-12	1	Vertebrata	protein_coding
ENSG00000185585	ENSG00000162745	OLFML2A	OLFML2B	0.00020852078852708	2.28871513538476e-28	3	Vertebrata	protein_coding
ENSG00000198478	ENSG00000142669	SH3BGRL2	SH3BGRL3	2.61597744355201e-06	2.94923110895484e-27	3	Vertebrata	protein_coding
ENSG00000152990	ENSG00000020181	ADGRA3	ADGRA2	1.19349250773364e-07	2.09817975426372e-10	3	Vertebrata	protein_coding
ENSG00000068831	ENSG00000171777	RASGRP2	RASGRP4	0.000109319870462763	1.26858815495367e-08	3	Vertebrata	protein_coding
ENSG00000104848	ENSG00000182255	KCNA7	KCNA4	9.25604118597006e-05	3.80092962653314e-07	5	Vertebrata	protein_coding
ENSG00000182511	ENSG00000151422	FES	FER	1.05339642771225e-06	5.93997075866546e-26	2	Vertebrata	protein_coding
ENSG00000135443	ENSG00000277586	KRT85	NEFL	0.00785944475750166	0.00310609755142536	2	Vertebrata	protein_coding
ENSG00000175592	ENSG00000125740	FOSL1	FOSB	2.31964780922978e-11	5.90848706659579e-18	3	Vertebrata	protein_coding
ENSG00000153560	ENSG00000135457	UBP1	TFCP2	1.03913871896995e-05	1.79650894972257e-09	3	Vertebrata	protein_coding
ENSG00000073712	ENSG00000149781	FERMT2	FERMT3	2.81112428793368e-08	7.96148268923463e-14	5	Vertebrata	protein_coding
ENSG00000124003	ENSG00000204195	MOGAT1	AWAT1	5.66459182656052e-05	1.67509693422617e-11	3	Vertebrata	protein_coding
ENSG00000078114	ENSG00000197893	NEBL	NRAP	0.000846949431024163	0.00313764220191504	2	Vertebrata	protein_coding
ENSG00000172765	ENSG00000133069	TMCC1	TMCC2	0.000218371881349259	9.77928613780812e-21	3	Vertebrata	protein_coding
ENSG00000102290	ENSG00000280165	PCDH11X	PCDH20	9.03404910846407e-09	6.21558357413753e-30	3	Vertebrata	protein_coding
ENSG00000131504	ENSG00000147202	DIAPH1	DIAPH2	2.79423783508231e-05	2.45004192608867e-06	4	Vertebrata	protein_coding
ENSG00000082701	ENSG00000105723	GSK3B	GSK3A	0.000623980815108878	2.10414955122116e-06	3	Vertebrata	protein_coding
ENSG00000067191	ENSG00000167535	CACNB1	CACNB3	2.00331219700548e-08	2.41823785896253e-18	3	Vertebrata	protein_coding
ENSG00000171773	ENSG00000130045	NXNL1	NXNL2	0.00535033433959656	2.72702462555838e-07	1	Vertebrata	protein_coding
ENSG00000128656	ENSG00000106069	CHN1	CHN2	2.01094245167967e-05	2.48618406124464e-33	3	Vertebrata	protein_coding
ENSG00000161905	ENSG00000012779	ALOX15	ALOX5	0.00275269822359332	3.34018109901986e-05	1	Vertebrata	protein_coding
ENSG00000156804	ENSG00000147364	FBXO32	FBXO25	1.58077868542629e-08	1.7707901953892e-21	4	Vertebrata	protein_coding
ENSG00000101144	ENSG00000153162	BMP7	BMP6	4.91451584713896e-06	2.51020143559197e-22	3	Vertebrata	protein_coding
ENSG00000156869	ENSG00000260230	FRRS1	FRRS1L	0.000688437214103628	3.34482785463095e-07	3	Vertebrata	protein_coding
ENSG00000162631	ENSG00000042781	NTNG1	USH2A	6.58214011565928e-05	9.11212572648749e-05	2	Vertebrata	protein_coding
ENSG00000164434	ENSG00000170323	FABP7	FABP4	2.47873622169726e-05	3.25218720869568e-17	4	Vertebrata	protein_coding
ENSG00000111666	ENSG00000134255	CHPT1	CEPT1	0.00021392067515741	3.20830489011874e-26	3	Vertebrata	protein_coding
ENSG00000077721	ENSG00000119048	UBE2A	UBE2B	0.00487807643717598	1.07256954057416e-10	4	Vertebrata	protein_coding
ENSG00000137817	ENSG00000151883	PARP6	PARP8	1.15429668234386e-05	6.42044230111459e-19	1	Vertebrata	protein_coding
ENSG00000180481	ENSG00000164530	GLIPR1L2	PI16	2.57151449800831e-19	1.74181211778792e-12	1	Vertebrata	protein_coding
ENSG00000197763	ENSG00000198431	TXNRD3	TXNRD1	8.96820687867779e-05	1.6877304145406e-12	2	Vertebrata	protein_coding
ENSG00000022355	ENSG00000151834	GABRA1	GABRA2	1.97313210078918e-14	2.71749212102186e-35	5	Vertebrata	protein_coding
ENSG00000116157	ENSG00000164294	GPX7	GPX8	0.00440598715899544	1.01462601697784e-16	2	Vertebrata	protein_coding
ENSG00000130956	ENSG00000142864	HABP4	SERBP1	1.49662823021768e-08	2.17755023457803e-16	2	Vertebrata	protein_coding
ENSG00000128710	ENSG00000170689	HOXD10	HOXB9	0.00728541244659572	8.76886820887941e-43	1	Vertebrata	protein_coding
ENSG00000078114	ENSG00000183091	NEBL	NEB	3.65042506731708e-07	7.39552928426001e-27	2	Vertebrata	protein_coding
ENSG00000074696	ENSG00000188921	HACD3	HACD4	0.00696860543567985	1.02740398975377e-14	2	Vertebrata	protein_coding
ENSG00000067057	ENSG00000152556	PFKP	PFKM	5.16749825206715e-07	9.03354051318288e-11	4	Vertebrata	protein_coding
ENSG00000130821	ENSG00000132164	SLC6A8	SLC6A11	0.000373997766808108	2.73010175405708e-24	1	Vertebrata	protein_coding
ENSG00000121769	ENSG00000170323	FABP3	FABP4	2.82721742276334e-06	3.22229183521723e-12	4	Vertebrata	protein_coding
ENSG00000154153	ENSG00000141699	FAM134B	FAM134C	0.00453870496089579	1.456497440902e-13	1	Vertebrata	protein_coding
ENSG00000148832	ENSG00000088826	PAOX	SMOX	1.37953295840458e-05	3.07856468293535e-16	4	Vertebrata	protein_coding
ENSG00000166833	ENSG00000067798	NAV2	NAV3	2.14944456259058e-07	2.72024553111938e-28	3	Vertebrata	protein_coding
ENSG00000170266	ENSG00000166105	GLB1	GLB1L3	0.00245266314311155	0.00135049557135381	2	Vertebrata	protein_coding
ENSG00000151292	ENSG00000169118	CSNK1G3	CSNK1G1	5.81032264054897e-08	5.6917916082135e-18	1	Vertebrata	protein_coding
ENSG00000164134	ENSG00000172766	NAA15	NAA16	2.65717475931141e-09	2.5539649212112e-12	4	Vertebrata	protein_coding
ENSG00000173157	ENSG00000163638	ADAMTS20	ADAMTS9	2.17560368307685e-07	1.01678883067741e-25	3	Vertebrata	protein_coding
ENSG00000185340	ENSG00000270765	GAS2L1	GAS2L2	1.74844420303513e-05	1.32723409727811e-26	2	Vertebrata	protein_coding
ENSG00000109787	ENSG00000102349	KLF3	KLF8	0.000962974305304723	8.96264213947102e-10	1	Vertebrata	protein_coding
ENSG00000100505	ENSG00000204977	TRIM9	TRIM13	0.00475966782922214	0.00173604944210365	2	Vertebrata	protein_coding
ENSG00000120341	ENSG00000148396	SEC16B	SEC16A	6.05007799731815e-09	3.63369732686622e-32	3	Vertebrata	protein_coding
ENSG00000102466	ENSG00000161958	FGF14	FGF11	8.60980340278693e-06	6.0215013933846e-09	1	Vertebrata	protein_coding
ENSG00000006118	ENSG00000181291	TMEM132A	TMEM132E	0.00102863503704583	1.44334909774371e-05	2	Vertebrata	protein_coding
ENSG00000082701	ENSG00000268643	GSK3B	AC006486.9	0.000623980815108878	2.10440220544883e-06	3	Vertebrata	protein_coding
ENSG00000153132	ENSG00000127022	CLGN	CANX	8.08110849768734e-14	4.38823194341861e-34	4	Vertebrata	protein_coding
ENSG00000167895	ENSG00000188869	TMC8	TMC3	0.00429176370600045	0.00863598655844978	2	Vertebrata	protein_coding
ENSG00000074803	ENSG00000070915	SLC12A1	SLC12A3	0.00010757375775743	1.46537278152837e-06	4	Vertebrata	protein_coding
ENSG00000196361	ENSG00000107105	ELAVL3	ELAVL2	3.6469580156443e-08	7.75897969295033e-07	4	Vertebrata	protein_coding
ENSG00000150401	ENSG00000043093	DCUN1D2	DCUN1D1	2.26311296162929e-07	1.2953464766377e-18	4	Vertebrata	protein_coding
ENSG00000167779	ENSG00000115457	IGFBP6	IGFBP2	0.00126510128741992	1.71662611352359e-19	2	Vertebrata	protein_coding
ENSG00000112290	ENSG00000158195	WASF1	WASF2	6.89796085888135e-08	5.7438870505586e-39	4	Vertebrata	protein_coding
ENSG00000120075	ENSG00000172789	HOXB5	HOXC5	4.14852333600157e-17	4.74446167011614e-22	2	Vertebrata	protein_coding
ENSG00000162009	ENSG00000278195	SSTR5	SSTR3	6.3836916194584e-05	1.75339701054068e-24	2	Vertebrata	protein_coding
ENSG00000146776	ENSG00000163635	ATXN7L1	ATXN7	2.69809129999211e-06	4.07281552052334e-33	2	Vertebrata	protein_coding
ENSG00000184792	ENSG00000110048	OSBP2	OSBP	8.1139528159906e-07	1.63045601836684e-07	4	Vertebrata	protein_coding
ENSG00000154252	ENSG00000175229	GAL3ST2	GAL3ST3	0.00314311493396172	0.00410401002576254	2	Vertebrata	protein_coding
ENSG00000103942	ENSG00000051128	HOMER2	HOMER3	3.07969902749511e-12	1.1329110989473e-20	4	Vertebrata	protein_coding
ENSG00000166747	ENSG00000081014	AP1G1	AP4E1	6.94534194169237e-11	2.67108189325454e-08	3	Vertebrata	protein_coding
ENSG00000119522	ENSG00000213047	DENND1A	DENND1B	0.000928454516334495	4.4134753389794e-42	2	Vertebrata	protein_coding
ENSG00000114113	ENSG00000162444	RBP2	RBP7	0.000985911178541123	2.79370840623436e-20	4	Vertebrata	protein_coding
